date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2020-05-22,CA,3630,,88,,,,4762,0,,1317,,0,,,,,,88444,88444,2247,0,,,,,,,,0,1466773,45646,,,,,,0,1466773,45646
2020-05-21,CA,3542,,106,,,,4735,0,,1310,,0,,,,,,86197,86197,2140,0,,,,,,,,0,1421127,41007,,,,,,0,1421127,41007
2020-05-20,CA,3436,,102,,,,4681,0,,1345,,0,,,,,,84057,84057,2262,0,,,,,,,,0,1380120,40804,,,,,,0,1380120,40804
2020-05-19,CA,3334,,32,,,,4363,0,,1307,,0,,,,,,81795,81795,1365,0,,,,,,,,0,1339316,46644,,,,,,0,1339316,46644
2020-05-18,CA,3302,,41,,,,4391,0,,1325,,0,,,,,,80430,80430,1591,0,,,,,,,,0,1292672,57429,,,,,,0,1292672,57429
2020-05-17,CA,3261,,57,,,,4291,0,,1293,,0,,,,,,78839,78839,2046,0,,,,,,,,0,1235243,56117,,,,,,0,1235243,56117
2020-05-16,CA,3204,,96,,,,4424,0,,1313,,0,,,,,,76793,76793,1857,0,,,,,,,,0,1179126,45220,,,,,,0,1179126,45220
2020-05-15,CA,3108,,76,,,,4519,0,,1324,,0,,,,,,74936,74936,1772,0,,,,,,,,0,1133906,29255,,,,,,0,1133906,29255
2020-05-14,CA,3032,,98,,,,4655,0,,1324,,0,,,,,,73164,73164,2023,0,,,,,,,,0,1104651,39059,,,,,,0,1104651,39059
2020-05-13,CA,2934,,87,,,,4545,0,,1314,,0,,,,,,71141,71141,1759,0,,,,,,,,0,1065592,32222,,,,,,0,1065592,32222
2020-05-12,CA,2847,,77,,,,4544,0,,1349,,0,,,,,,69382,69382,1443,0,,,,,,,,0,1033370,41473,,,,,,0,1033370,41473
2020-05-11,CA,2770,,25,,,,4549,0,,1329,,0,,,,,,67939,67939,1259,0,,,,,,,,0,991897,36233,,,,,,0,991897,36233
2020-05-10,CA,2745,,67,,,,4555,0,,1328,,0,,,,,,66680,66680,2119,0,,,,,,,,0,955664,43094,,,,,,0,955664,43094
2020-05-09,CA,2678,,93,,,,4538,0,,1349,,0,,,,,,64561,64561,2049,0,,,,,,,,0,912570,37298,,,,,,0,912570,37298
2020-05-08,CA,2585,,81,,,,4514,0,,1342,,0,,,,,,62512,62512,1898,0,,,,,,,,0,875272,32398,,,,,,0,875272,32398
2020-05-07,CA,2504,,92,,,,4560,0,,1374,,0,,,,,,60614,60614,1799,0,,,,,,,,0,842874,33838,,,,,,0,842874,33838
2020-05-06,CA,2412,,95,,,,4681,0,,1415,,0,,,,,,58815,58815,2603,0,,,,,,,,0,809036,29134,,,,,,0,809036,29134
2020-05-05,CA,2317,,63,,,,4622,0,,1388,,0,,,,,,56212,56212,1275,0,,,,,,,,0,779902,32028,,,,,,0,779902,32028
2020-05-04,CA,2254,,39,,,,4616,0,,1464,,0,,,,,,54937,54937,1321,0,,,,,,,,0,747874,32123,,,,,,0,747874,32123
2020-05-03,CA,2215,,44,,,,4734,0,,1468,,0,,,,,,53616,53616,1419,0,,,,,,,,0,715751,30703,,,,,,0,715751,30703
2020-05-02,CA,2171,,98,,,,4722,0,,1433,,0,,,,,,52197,52197,1755,0,,,,,,,,0,685048,30063,,,,,,0,685048,30063
2020-05-01,CA,2073,,91,,,,4706,0,,1434,,0,,,,,,50442,50442,1525,0,,,,,,,,0,654985,29648,,,,,,0,654985,29648
2020-04-30,CA,1982,,95,,,,4981,0,,1473,,0,,,,,,48917,48917,2417,0,,,,,,,,0,625337,22198,,,,,,0,625337,22198
2020-04-29,CA,1887,,78,,,,5011,0,,1512,,0,,,,,,46500,46500,1469,0,,,,,,,,0,603139,25531,,,,,,0,603139,25531
2020-04-28,CA,1809,,54,,,,4983,0,,1485,,0,,,,,,45031,45031,1567,0,,,,,,,,0,577608,24199,,,,,,0,577608,24199
2020-04-27,CA,1755,,45,,,,4878,0,,1499,,0,,,,,,43464,43464,1300,0,,,,,,,,0,553409,27325,,,,,,0,553409,27325
2020-04-26,CA,1710,,59,,,,4928,0,,1473,,0,,,,,,42164,42164,1027,0,,,,,,,,0,526084,20049,,,,,,0,526084,20049
2020-04-25,CA,1651,,89,,,,4847,0,,1458,,0,,,,,,41137,41137,1883,0,,,,,,,,0,506035,11862,,,,,,0,506035,11862
2020-04-24,CA,1562,,93,,,,4880,0,,1521,,0,,,,,,39254,39254,1885,0,,,,,,,,0,494173,12076,,,,,,0,494173,12076
2020-04-23,CA,1469,,115,,,,4929,0,,1531,,0,,,,,,37369,37369,1973,0,,,,,,,,0,482097,16770,,,,,,0,482097,16770
2020-04-22,CA,1354,,86,,,,4984,0,,1551,,-266839,,,,,,35396,35396,2135,0,,,,,,,,0,465327,165227,,,,,,0,465327,165227
2020-04-21,CA,1268,,60,,,,4886,0,,1502,266839,7317,,,,,,33261,33261,2283,0,,,,,,,,0,300100,9600,,,,,,0,300100,9600
2020-04-20,CA,1208,,42,,,,4674,0,,1480,259522,8955,,,,,,30978,30978,645,0,,,,,,,,0,290500,9600,,,,,,0,290500,9600
2020-04-19,CA,1166,,94,,,,4731,0,,1457,250567,19864,,,,,,30333,30333,1370,0,,,,,,,,0,280900,21234,,,,,,0,280900,21234
2020-04-18,CA,1072,,87,,,,4936,0,,1490,230703,6617,,,,,,28963,28963,1435,0,,,,,,,,0,259666,8052,,,,,,0,259666,8052
2020-04-17,CA,985,,95,,,,4892,0,,1484,224086,3868,,,,,,27528,27528,1346,0,,,,,,,,0,251614,5214,,,,,,0,251614,5214
2020-04-16,CA,890,,69,,,,5031,0,,1568,220218,28156,,,,,,26182,26182,1758,0,,,,,,,,0,246400,29914,,,,,,0,246400,29914
2020-04-15,CA,821,,63,,,,5163,0,,1175,192062,13192,,,,,,24424,24424,1086,0,,,,,,,,0,216486,14278,,,,,,0,216486,14278
2020-04-14,CA,758,,71,,,,5163,0,,1552,178870,10336,,,,,,23338,23338,990,0,,,,,,,,0,202208,11326,,,,,,0,202208,11326
2020-04-13,CA,687,,36,,,,3015,0,,1178,168534,0,,,,,,22348,22348,554,0,,,,,,,,0,190882,554,,,,,,0,190882,554
2020-04-12,CA,651,,42,,,,5234,0,,1539,168534,15930,,,,,,21794,21794,1179,0,,,,,,,,0,190328,17109,,,,,,0,190328,17109
2020-04-11,CA,609,,68,,,,5236,0,,1591,152604,7213,,,,,,20615,20615,1143,0,,,,,,,,0,173219,8356,,,,,,0,173219,8356
2020-04-10,CA,541,,49,,,,2897,0,,1145,145391,200,,,,,,19472,19472,1163,0,,,,,,,,0,164863,1363,,,,,,0,164863,1363
2020-04-09,CA,492,,50,,,,2825,0,,1132,145191,17884,,,,,,18309,18309,1352,0,,,,,,,,0,163500,19236,,,,,,0,163500,19236
2020-04-08,CA,442,,68,,,,2714,0,,1154,127307,11943,,,,,,16957,16957,1092,0,,,,,,,,0,144264,13035,,,,,,0,144264,13035
2020-04-07,CA,374,,31,,,,2611,0,,1108,115364,12269,,,,,,15865,15865,1529,0,,,,,,,,0,131229,13798,,,,,,0,131229,13798
2020-04-06,CA,343,,24,,,,2509,0,,1085,103095,0,,,,,,14336,14336,898,0,,,,,,,,0,117431,898,,,,,,0,117431,898
2020-04-05,CA,319,,43,,,,2398,0,,1040,103095,1421,,,,,,13438,13438,1412,0,,,,,,,,0,116533,2833,,,,,,0,116533,2833
2020-04-04,CA,276,,39,,,,2300,0,,1008,101674,77075,,,,,,12026,12026,1325,0,,,,,,,,0,113700,78400,,,,,,0,113700,78400
2020-04-03,CA,237,,34,,,,2188,0,,901,24599,790,,,,,,10701,10701,1510,0,,,,,,,,0,35300,2300,,,,,,0,35300,2300
2020-04-02,CA,203,,32,,,,1922,0,,816,23809,2037,,,,,,9191,9191,1036,0,,,,,,,,0,33000,3073,,,,,,0,33000,3073
2020-04-01,CA,171,,18,,,,1855,0,,774,21772,0,,,,,,8155,8155,673,0,,,,,,,,0,29927,673,,,,,,0,29927,673
2020-03-31,CA,153,,20,,,,1617,0,,657,21772,1223,,,,,,7482,7482,1035,0,,,,,,,,0,29254,2258,,,,,,0,29254,2258
2020-03-30,CA,133,,10,,,,1432,0,,597,20549,0,,,,,,6447,6447,739,0,,,,,,,,0,26996,739,,,,,,0,26996,739
2020-03-29,CA,123,,22,,,,1034,0,,410,20549,0,,,,,,5708,5708,1065,0,,,,,,,,0,26257,1065,,,,,,0,26257,1065
2020-03-28,CA,101,,23,,,,1034,0,,410,20549,3169,,,,,,4643,4643,764,0,,,,,,,,0,25192,3933,,,,,,0,25192,3933
2020-03-27,CA,78,,13,,,,746,0,,200,17380,0,,,,,,3879,3879,873,0,,,,,,,,0,21259,873,,,,,,0,21259,873
2020-03-26,CA,65,,12,,,,,0,,,17380,1459,,,,,,3006,3006,651,0,,,,,,,,0,20386,2110,,,,,,0,20386,2110
2020-03-25,CA,53,,13,,,,,0,,,15921,2469,,,,,,2355,2355,253,0,,,,,,,,0,18276,2722,,,,,,0,18276,2722
2020-03-24,CA,40,,13,,,,,0,,,13452,885,,,,,,2102,2102,369,0,,,,,,,,0,15554,1254,,,,,,0,15554,1254
2020-03-23,CA,27,,0,,,,,0,,,12567,1263,,,,,,1733,1733,197,0,,,,,,,,0,14300,1460,,,,,,0,14300,1460
2020-03-22,CA,27,,3,,,,,0,,,11304,55,,,,,,1536,1536,257,0,,,,,,,,0,12840,312,,,,,,0,12840,312
2020-03-21,CA,24,,4,,,,,0,,,11249,825,,,,,,1279,1279,216,0,,,,,,,,0,12528,1041,,,,,,0,12528,1041
2020-03-20,CA,20,,2,,,,,0,,,10424,1637,,,,,,1063,1063,139,0,,,,,,,,0,11487,1776,,,,,,0,11487,1776
2020-03-19,CA,18,,5,,,,,0,,,8787,806,,,,,,924,924,313,0,,,,,,,,0,9711,1119,,,,,,0,9711,1119
2020-03-18,CA,13,,2,,,,,0,,,7981,0,,,,,,611,611,128,0,,,,,,,,0,8592,128,,,,,,0,8592,128
2020-03-17,CA,11,,5,,,,,0,,,7981,0,,,,,,483,483,148,0,,,,,,,,0,8464,148,,,,,,0,8464,148
2020-03-16,CA,6,,1,,,,,0,,,7981,7065,,,,,,335,335,42,0,,,,,,,,0,8316,7107,,,,,,0,8316,7107
2020-03-15,CA,5,,0,,,,,0,,,916,0,,,,,,293,293,41,0,,,,,,,,0,1209,41,,,,,,0,1209,41
2020-03-14,CA,5,,1,,,,,0,,,916,0,,,,,,252,252,50,0,,,,,,,,0,1168,50,,,,,,0,1168,50
2020-03-13,CA,4,,0,,,,,0,,,916,0,,,,,,202,202,0,0,,,,,,,,0,1118,0,,,,,,0,1118,0
2020-03-12,CA,4,,4,,,,,0,,,916,0,,,,,,202,202,45,0,,,,,,,,0,1118,45,,,,,,0,1118,45
2020-03-11,CA,,,0,,,,,0,,,916,226,,,,,,157,157,24,0,,,,,,,,0,1073,250,,,,,,0,1073,250
2020-03-10,CA,,,0,,,,,0,,,690,0,,,,,,133,133,19,0,,,,,,,,0,823,19,,,,,,0,823,19
2020-03-09,CA,,,0,,,,,0,,,690,228,,,,,,114,114,26,0,,,,,,,,0,804,254,,,,,,0,804,254
2020-03-08,CA,,,0,,,,,0,,,462,0,,,,,,88,88,19,0,,,,,,,,0,550,19,,,,,,0,550,19
2020-03-07,CA,,,0,,,,,0,,,462,0,,,,,,69,69,9,0,,,,,,,,0,531,9,,,,,,0,531,9
2020-03-06,CA,,,0,,,,,0,,,462,0,,,,,,60,60,7,0,,,,,,,,0,522,7,,,,,,0,522,7
2020-03-05,CA,,,0,,,,,0,,,462,0,,,,,,53,53,0,0,,,,,,,,0,515,0,,,,,,0,515,0
2020-03-04,CA,,,0,,,,,0,,,462,0,,,,,,53,53,0,0,,,,,,,,0,515,0,,,,,,0,515,515
2021-03-07,FL,32266,,66,,82237,82237,3307,92,,,9339038,19166,864153,816231,16887410,,,1909209,1548837,4024,0,190026,,178979,,2502506,,22339182,64599,22339182,64599,1054711,,995580,,11248247,23190,19482607,52132
2021-03-06,FL,32200,,107,,82145,82145,3352,243,,,9319872,23282,864153,816231,16841086,,,1905185,1545643,4587,0,190026,,178979,,2496909,,22274583,87820,22274583,87820,1054711,,995580,,11225057,27869,19430475,59303
2021-03-05,FL,32093,,138,,81902,81902,3419,302,,,9296590,26910,864153,816231,16788533,,,1900598,1542400,5876,0,190026,,178979,,2490463,,22186763,106925,22186763,106925,1054711,,995580,,11197188,32786,19371172,77877
2021-03-04,FL,31955,,126,,81600,81600,3566,322,,,9269680,26450,847365,803582,16719252,,,1894722,1538139,5997,0,176911,,166506,,2482227,,22079838,104245,22079838,104245,1024780,,970437,,11164402,32447,19293295,74448
2021-03-03,FL,31829,,133,,81278,81278,3596,306,,,9243230,17249,847365,803582,16653274,,,1888725,1534186,5860,0,176911,,166506,,2474106,,21975593,73990,21975593,73990,1024780,,970437,,11131955,23109,19218847,51529
2021-03-02,FL,31696,,140,,80972,80972,3674,313,,,9225981,33192,847365,803582,16607639,,,1882865,1529740,7047,0,176911,,166506,,2468530,,21901603,116917,21901603,116917,1024780,,970437,,11108846,40239,19167318,89285
2021-03-01,FL,31556,,150,,80659,80659,3686,87,,,9192789,7255,847365,803582,16528453,,,1875818,1524995,1664,0,176911,,166506,,2458948,,21784686,22888,21784686,22888,1024780,,970437,,11068607,8919,19078033,22915
2021-02-28,FL,31406,,126,,80572,80572,3679,105,,,9185534,22572,847365,803582,16508139,,,1874154,1523359,5385,0,176911,,166506,,2456389,,21761798,77453,21761798,77453,1024780,,970437,,11059688,27957,19055118,64408
2021-02-27,FL,31280,,118,,80467,80467,3728,229,,,9162962,25314,847365,803582,16451917,,,1868769,1519444,5316,0,176911,,166506,,2448448,,21684345,90722,21684345,90722,1024780,,970437,,11031731,30630,18990710,68213
2021-02-26,FL,31162,,144,,80238,80238,3864,282,,,9137648,26855,847365,803582,16391386,,,1863453,1515826,5783,0,176911,,166506,,2441154,,21593623,105518,21593623,105518,1024780,,970437,,11001101,32638,18922497,75982
2021-02-25,FL,31018,,140,,79956,79956,3957,281,,,9110793,29829,831212,790547,16324065,,,1857670,1511628,6519,0,165482,,155757,,2432878,,21488105,118508,21488105,118508,997190,,946648,,10968463,36348,18846515,83120
2021-02-24,FL,30878,,129,,79675,79675,4077,265,,,9080964,29359,831212,790547,16250525,,,1851151,1506867,6923,0,165482,,155757,,2423735,,21369597,105398,21369597,105398,997190,,946648,,10932115,36282,18763395,85494
2021-02-23,FL,30749,,154,,79410,79410,4198,314,,,9051605,21886,831212,790547,16175417,,,1844228,1502549,5483,0,165482,,155757,,2413918,,21264199,76769,21264199,76769,997190,,946648,,10895833,27369,18677901,63708
2021-02-22,FL,30595,,161,,79096,79096,4175,150,,,9029719,17496,831212,790547,16119985,,,1838745,1498857,4037,0,165482,,155757,,2406192,,21187430,54779,21187430,54779,997190,,946648,,10868464,21533,18614193,46923
2021-02-21,FL,30434,,95,,78946,78946,4160,106,,,9012223,22676,831212,790547,16078849,,,1834708,1495704,4935,0,165482,,155757,,2400590,,21132651,72854,21132651,72854,997190,,946648,,10846931,27611,18567270,57184
2021-02-20,FL,30339,,125,,78840,78840,4213,250,,,8989547,32585,831212,790547,16028333,,,1829773,1492000,7129,0,165482,,155757,,2394125,,21059797,115318,21059797,115318,997190,,946648,,10819320,39714,18510086,83211
2021-02-19,FL,30214,,224,,78590,78590,4298,295,,,8956962,27701,831212,790547,15954828,,,1822644,1487253,6536,0,165482,,155757,,2384901,,20944479,101356,20944479,101356,997190,,946648,,10779606,34237,18426875,76321
2021-02-18,FL,29990,,166,,78295,78295,4367,301,,,8929261,19376,813960,776136,15887541,,,1816108,1482196,5030,0,154948,,145802,,2376205,,20843123,73326,20843123,73326,969396,,922278,,10745369,24406,18350554,50223
2021-02-17,FL,29824,,165,,77994,77994,4465,308,,,8909885,28762,813960,776136,15844134,,,1811078,1478634,7185,0,154948,,145802,,2369671,,20769797,103720,20769797,103720,969396,,922278,,10720963,35947,18300331,77389
2021-02-16,FL,29659,,225,,77686,77686,4646,314,,,8881123,25432,813960,776136,15776618,,,1803893,1474383,6165,0,154948,,145802,,2360095,,20666077,90631,20666077,90631,969396,,922278,,10685016,31597,18222942,70063
2021-02-15,FL,29434,,159,,77372,77372,4676,117,,,8855691,15019,813960,776136,15715678,,,1797728,1470839,3573,0,154948,,145802,,2351480,,20575446,49636,20575446,49636,969396,,922278,,10653419,18592,18152879,42868
2021-02-14,FL,29275,,96,,77255,77255,4672,121,,,8840672,24458,813960,776136,15678301,,,1794155,1467690,5328,0,154948,,145802,,2346147,,20525810,77846,20525810,77846,969396,,922278,,10634827,29786,18110011,65503
2021-02-13,FL,29179,,118,,77134,77134,4681,261,,,8816214,28940,813960,776136,15620610,,,1788827,1463518,7377,0,154948,,145802,,2338601,,20447964,104841,20447964,104841,969396,,922278,,10605041,36317,18044508,80932
2021-02-12,FL,29061,,190,,76873,76873,4825,286,,,8787274,29198,813960,776136,15549919,,,1781450,1458398,7437,0,154948,,145802,,2328793,,20343123,109356,20343123,109356,969396,,922278,,10568724,36635,17963576,85324
2021-02-11,FL,28871,,180,,76587,76587,4906,301,,,8758076,30793,796185,761003,15475357,,,1774013,1453130,8354,0,144432,,135966,,2318546,,20233767,122288,20233767,122288,941088,,897303,,10532089,39147,17878252,88408
2021-02-10,FL,28691,,165,,76286,76286,5129,285,,,8727283,27677,796185,761003,15398684,,,1765659,1447250,7405,0,144432,,135966,,2307417,,20111479,101357,20111479,101357,941088,,897303,,10492942,35082,17789844,79153
2021-02-09,FL,28526,,239,,76001,76001,5307,353,,,8699606,24690,796185,761003,15329888,,,1758254,1442865,6911,0,144432,,135966,,2297581,,20010122,91141,20010122,91141,941088,,897303,,10457860,31601,17710691,72831
2021-02-08,FL,28287,,126,,75648,75648,5381,133,,,8674916,21924,796185,761003,15267391,,,1751343,1438543,5599,0,144432,,135966,,2287907,,19918981,69118,19918981,69118,941088,,897303,,10426259,27523,17637860,63818
2021-02-07,FL,28161,,103,,75515,75515,5381,152,,,8652992,27601,578113,560932,15211678,,,1745744,1434511,6468,0,71851,,69600,,2280071,,19849863,89947,19849863,89947,650372,,630838,,10398736,34069,17574042,79722
2021-02-06,FL,28058,,145,,75363,75363,5377,301,,,8625391,28676,578113,560932,15141916,,,1739276,1430155,7345,0,71851,,69600,,2270480,,19759916,108034,19759916,108034,650372,,630838,,10364667,36021,17494320,79877
2021-02-05,FL,27913,,215,,75062,75062,5428,341,,,8596715,44918,578113,560932,15072874,,,1731931,1424463,11171,0,71851,,69600,,2260188,,19651882,176996,19651882,176996,650372,,630838,,10328646,56089,17414443,122801
2021-02-04,FL,27698,,226,,74721,74721,5607,338,,,8551797,17814,578113,560932,14964527,,,1720760,1416199,8434,0,71851,,69600,,2246336,,19474886,68280,19474886,68280,650372,,630838,,10272557,26248,17291642,62373
2021-02-03,FL,27472,,203,,74383,74383,5824,422,,,8533983,21756,578113,560932,14913135,,,1712326,1409576,6694,0,71851,,69600,,2235900,,19406606,79696,19406606,79696,650372,,630838,,10246309,28450,17229269,52205
2021-02-02,FL,27269,,140,,73961,73961,6020,410,,,8512227,31742,578113,560932,14870465,,,1705632,1405015,10332,0,71851,,69600,,2226645,,19326910,109904,19326910,109904,650372,,630838,,10217859,42074,17177064,93464
2021-02-01,FL,27129,,214,,73551,73551,6142,167,,,8480485,19021,578113,560932,14791520,,,1695300,1398012,5600,0,71851,,69600,,2212703,,19217006,59496,19217006,59496,650372,,630838,,10175785,24621,17083600,54434
2021-01-31,FL,26915,,120,,73384,73384,6101,164,,,8461464,39124,578113,560932,14745059,,,1689700,1394061,7604,0,71851,,69600,,2204930,,19157510,129743,19157510,129743,650372,,630838,,10151164,46728,17029166,106467
2021-01-30,FL,26795,,110,,73220,73220,6153,276,,,8422340,63111,578113,560932,14649647,,,1682096,1388595,14654,0,71851,,69600,,2194399,,19027767,207768,19027767,207768,650372,,630838,,10104436,77765,16922699,164521
2021-01-29,FL,26685,,229,,72944,72944,6375,341,,,8359229,11105,578113,560932,14506280,,,1667442,1378524,10745,0,71851,,69600,,2174542,,18819999,54799,18819999,54799,650372,,630838,,10026671,21850,16758178,56253
2021-01-28,FL,26456,,207,,72603,72603,6565,388,,,8348124,36266,578113,560932,14465108,,,1656697,1371175,11190,0,71851,,69600,,2159694,,18765200,133418,18765200,133418,650372,,630838,,10004821,47456,16701925,71394
2021-01-27,FL,26249,,169,,72215,72215,6679,363,,,8311858,19453,578113,560932,14407095,,,1645507,1363201,8211,0,71851,,69600,,2146712,,18631782,65513,18631782,65513,650372,,630838,,9957365,27664,16630531,22113
2021-01-26,FL,26080,,231,,71852,71852,6775,465,,,8292405,23990,578113,560932,14393554,,,1637296,1357398,9466,0,71851,,69600,,2138319,,18566269,88400,18566269,88400,650372,,630838,,9929701,33456,16608418,75761
2021-01-25,FL,25849,,156,,71387,71387,6899,168,,,8268415,25355,578113,560932,14330802,,,1627830,1350703,8542,0,71851,,69600,,2125816,,18477869,80045,18477869,80045,650372,,630838,,9896245,33897,16532657,76322
2021-01-24,FL,25693,,132,,71219,71219,6727,182,,,8243060,27674,578113,560932,14266676,,,1619288,1344147,9335,0,71851,,69600,,2114100,,18397824,102178,18397824,102178,650372,,630838,,9862348,37009,16456335,82643
2021-01-23,FL,25561,,156,,71037,71037,6711,270,,,8215386,48994,578113,560932,14197211,,,1609953,1336510,12104,0,71851,,69600,,2101456,,18295646,169590,18295646,169590,650372,,630838,,9825339,61098,16373692,138643
2021-01-22,FL,25405,,277,,70767,70767,6904,461,,,8166392,22189,578113,560932,14075413,,,1597849,1328700,13407,0,71851,,69600,,2085129,,18126056,83831,18126056,83831,650372,,630838,,9764241,35596,16235049,82008
2021-01-21,FL,25128,,163,,70306,70306,7023,352,,,8144203,37904,578113,560932,14012187,,,1584442,1318943,12602,0,71851,,69600,,2066910,,18042225,131557,18042225,131557,650372,,630838,,9728645,50506,16153041,111467
2021-01-20,FL,24965,,145,,69954,69954,7141,471,,,8106299,26957,578113,560932,13918123,,,1571840,1310118,11825,0,71851,,69600,,2049979,,17910668,89293,17910668,89293,650372,,630838,,9678139,38782,16041574,85876
2021-01-19,FL,24820,,163,,69483,69483,7367,318,,,8079342,26994,578113,560932,13847927,,,1560015,1302326,9571,0,71851,,69600,,2034689,,17821375,92379,17821375,92379,650372,,630838,,9639357,36565,15955698,86434
2021-01-18,FL,24657,,142,,69165,69165,7448,178,,,8052348,22048,578113,560932,13775503,,,1550444,1295924,7877,0,71851,,69600,,2021381,,17728996,74912,17728996,74912,650372,,630838,,9602792,29925,15869264,68542
2021-01-17,FL,24515,,135,,68987,68987,7421,207,,,8030300,66648,578113,560932,13718519,,,1542567,1288766,10737,0,71851,,69600,,2010231,,17654084,107367,17654084,107367,650372,,630838,,9572867,77385,15800722,95191
2021-01-16,FL,24380,,211,,68780,68780,7347,336,,,7963652,36230,578113,560932,13638884,,,1531830,1281127,11886,0,71851,,69600,,1995165,,17546717,122159,17546717,122159,650372,,630838,,9495482,48116,15705531,101755
2021-01-15,FL,24169,,188,,68444,68444,7528,433,,,7927422,39799,578113,560932,13554101,,,1519944,1271326,16415,0,71851,,69600,,1978821,,17424558,141762,17424558,141762,650372,,630838,,9447366,56214,15603776,127003
2021-01-14,FL,23981,,222,,68011,68011,7762,413,,,7887623,37435,578113,560932,13450244,,,1503529,1259047,13381,0,71851,,69600,,1956768,,17282796,134756,17282796,134756,650372,,630838,,9391152,50816,15476773,109483
2021-01-13,FL,23759,,174,,67598,67598,7584,440,,,7850188,39033,578113,560932,13360126,,,1490148,1249346,13664,0,71851,,69600,,1938562,,17148040,116070,17148040,116070,650372,,630838,,9340336,52697,15367290,105916
2021-01-12,FL,23585,,161,,67158,67158,7720,420,,,7811155,40252,578113,560932,13272560,,,1476484,1239950,14526,0,71851,,69600,,1920618,,17031970,117059,17031970,117059,650372,,630838,,9287639,54778,15261374,113009
2021-01-11,FL,23424,,163,,66738,66738,7650,205,,,7770903,26775,578113,560932,13179694,,,1461958,1229770,11338,0,71851,,69600,,1901127,,16914911,96946,16914911,96946,650372,,630838,,9232861,38113,15148365,93865
2021-01-10,FL,23261,,111,,66533,66533,7494,201,,,7744128,35722,578113,560932,13101989,,,1450620,1221484,12041,0,71851,,69600,,1885337,,16817965,102271,16817965,102271,650372,,630838,,9194748,47763,15054500,94979
2021-01-09,FL,23150,,139,,66332,66332,7455,346,,,7708406,31803,578113,560932,13023880,,,1438579,1212244,15069,0,71851,,69600,,1868967,,16715694,122817,16715694,122817,650372,,630838,,9146985,46872,14959521,107151
2021-01-08,FL,23011,,194,,65986,65986,7407,364,,,7676603,42110,578113,560932,12936919,,,1423510,1202042,19136,0,71851,,69600,,1849493,,16592877,141599,16592877,141599,650372,,630838,,9100113,61246,14852370,129677
2021-01-07,FL,22817,,170,,65622,65622,7327,390,,,7634493,42130,578113,560932,12832829,,,1404374,1187619,19334,0,71851,,69600,,1824592,,16451278,140840,16451278,140840,650372,,630838,,9038867,61464,14722693,123722
2021-01-06,FL,22647,,132,,65232,65232,7303,449,,,7592363,38374,578113,560932,12733963,,,1385040,1174410,17262,0,71851,,69600,,1800408,,16310438,114362,16310438,114362,650372,,630838,,8977403,55636,14598971,110152
2021-01-05,FL,22515,,100,,64783,64783,7345,386,,,7553989,33771,578113,560932,12645924,,,1367778,1163846,15556,0,71851,,69600,,1778813,,16196076,100188,16196076,100188,650372,,630838,,8921767,49327,14488819,91766
2021-01-04,FL,22415,,105,,64397,64397,7238,181,,,7520218,22720,578113,560932,12572955,,,1352222,1154585,10935,0,71851,,69600,,1760357,,16095888,75287,16095888,75287,650372,,630838,,8872440,33655,14397053,71627
2021-01-03,FL,22310,,100,,64216,64216,6969,187,,,7497498,24021,578113,560932,12515766,,,1341287,1147550,10228,0,71851,,69600,,1746256,,16020601,69851,16020601,69851,650372,,630838,,8838785,34249,14325426,66554
2021-01-02,FL,22210,,220,,64029,64029,6701,288,,,7473477,68413,578113,560932,12462940,,,1331059,1141210,30531,0,71851,,69600,,1732821,,15950750,247151,15950750,247151,650372,,630838,,8804536,98944,14258872,217713
2021-01-01,FL,21990,,0,,63741,63741,6454,0,,,7405064,0,578113,560932,12286661,,,1300528,1117552,0,0,71851,,69600,,1692583,,15703599,0,15703599,0,650372,,630838,,8705592,0,14041159,0
2020-12-31,FL,21990,,133,,63741,63741,6363,366,,,7405064,44106,578113,560932,12286661,,,1300528,1117552,16827,0,71851,,69600,,1692583,,15703599,119229,15703599,119229,650372,,630838,,8705592,60933,14041159,113684
2020-12-30,FL,21857,,139,,63375,63375,6298,376,,,7360958,28033,578113,560932,12194345,,,1283701,1106788,13638,0,71851,,69600,,1671699,,15584370,140593,15584370,140593,650372,,630838,,8644659,41671,13927475,131549
2020-12-29,FL,21718,,105,,62999,62999,6280,492,,,7332925,32749,578113,560932,12081459,,,1270063,1098799,11748,0,71851,,69600,,1653626,,15443777,35797,15443777,35797,650372,,630838,,8602988,44497,13795926,50317
